Time(S);YoungBefore(KB);YoungAfter(KB);YoungAllocated(KB);OldBefore(KB);OldAfter(KB);OldAllocated(KB);OldYoungBefore(KB);OldYoungAfter(KB);OldYoungAllocated(KB);PermBefore(KB);PermAfter(KB);PermAllocated(KB);TotalBefore(KB);TotalAfter(KB);TotalAllocated(KB)
340133,464;154368;4052;164352;1052367;1053183;1091584;1206735;1057235;1255936;;;;;;
340139,682;157140;4182;163840;1053183;1053704;1091584;1210323;1057886;1255424;;;;;;
340155,115;157270;1152;164864;1053704;1055415;1091584;1210974;1056567;1256448;;;;;;
340160,973;155776;1204;164864;1055415;1055704;1091584;1211191;1056908;1256448;;;;;;
340167,176;155828;4363;165376;1055704;1055991;1091584;1211532;1060354;1256960;;;;;;
340183,506;159499;1904;164864;1055991;1057687;1091584;1215490;1059591;1256448;;;;;;
340191,973;157040;4923;165888;1057687;1058159;1091584;1214727;1063082;1257472;;;;;;
340246,755;161083;2351;165376;1058159;1059914;1091584;1219242;1062265;1256960;;;;;;
340264,610;158511;1216;165888;1059914;1060410;1091584;1218425;1061626;1257472;;;;;;
340305,664;157888;4355;165888;1060410;1060674;1091584;1218298;1065029;1257472;;;;;;
340358,365;161027;928;166400;1060674;1062809;1091584;1221701;1063737;1257984;;;;;;
340386,943;158624;688;166400;1062809;1063209;1091584;1221433;1063897;1257984;;;;;;
340423,000;158384;1866;166912;1063209;1063649;1091584;1221593;1065515;1258496;;;;;;
340466,646;160074;1025;166400;1063649;1064232;1091584;1223723;1065257;1257984;;;;;;
340490,854;159233;1409;167424;1064232;1064232;1091584;1223465;1065641;1259008;;;;;;
340559,617;160641;1696;166912;1064232;1064232;1091584;1224873;1065928;1258496;;;;;;
340580,753;160928;2336;167936;1064232;1064232;1091584;1225160;1066568;1259520;;;;;;
340617,877;162592;2256;167424;1064232;1064233;1091584;1226824;1066489;1259008;;;;;;
340667,564;162512;2816;168960;1064233;1064232;1091584;1226745;1067048;1260544;;;;;;
340708,689;165120;2912;168448;1064232;1064233;1091584;1229352;1067145;1260032;;;;;;
340774,607;165216;3878;168960;1064233;1064233;1091584;1229449;1068111;1260544;;;;;;
340909,941;166691;3812;166912;1064232;1064233;1091584;1230923;1068045;1258496;;;;;;
341119,833;166628;6647;165376;1064233;1066276;1091584;1230861;1072923;1256960;;;;;;
341249,707;165367;8164;166912;1066276;1068599;1091584;1231643;1076763;1258496;;;;;;
341281,909;166884;8176;161792;1068599;1072329;1091584;1235483;1080505;1253376;;;;;;
341435,550;161776;4543;158208;1072329;1072346;1091584;1234105;1076889;1249792;;;;;;
341750,450;158143;8875;161280;1072346;1072345;1091584;1230489;1081220;1252864;;;;;;
341773,545;158379;8913;158720;1072345;1072345;1091584;1230724;1081258;1250304;;;;;;
341809,818;158417;9697;159744;1072345;1072346;1091584;1230762;1082043;1251328;;;;;;
341811,383;156129;14320;156160;1072346;1073545;1091584;1228475;1087865;1247744;;;;;;
341924,850;156144;14034;152576;1073545;1073785;1091584;1229689;1087819;1244160;;;;;;
341940,396;50691;12448;155648;1073785;1074881;1091584;1124476;1087329;1247232;;;;;;
341940,427;12448;0;155648;1074881;1027669;1091584;1087329;1027669;1247232;186012;186009;786432;1273341;1213678;2033664
342011,308;137216;944;154624;1027669;1027670;1091584;1164885;1028614;1246208;;;;;;
342388,629;137136;3262;155648;1027670;1027669;1091584;1164806;1030931;1247232;;;;;;
342742,313;139454;5394;157184;1027669;1027669;1091584;1167123;1033063;1248768;;;;;;
342842,522;143634;7451;156160;1027669;1027669;1091584;1171303;1035120;1247744;;;;;;
342919,664;145691;5779;158720;1027669;1028030;1091584;1173360;1033809;1250304;;;;;;
342973,149;147091;5627;157696;1028030;1029013;1091584;1175121;1034640;1249280;;;;;;
343072,442;146939;3570;159744;1029013;1030069;1091584;1175952;1033639;1251328;;;;;;
343219,857;147442;5107;159232;1030069;1030357;1091584;1177511;1035464;1250816;;;;;;
343393,450;148979;4502;160768;1030357;1030357;1091584;1179336;1034859;1252352;;;;;;
343426,982;150422;7622;160256;1030357;1030357;1091584;1180779;1037979;1251840;;;;;;
343468,464;153542;6196;161792;1030357;1030357;1091584;1183899;1036553;1253376;;;;;;
343498,086;154164;4799;161280;1030357;1030357;1091584;1184521;1035156;1252864;;;;;;
343519,927;152767;5252;162816;1030357;1030357;1091584;1183124;1035609;1254400;;;;;;
343545,882;155268;7507;162304;1030357;1030357;1091584;1185625;1037864;1253888;;;;;;
343565,378;157523;5695;163328;1030357;1030357;1091584;1187880;1036052;1254912;;;;;;
343872,903;156735;7347;162816;1030357;1030957;1091584;1187092;1038304;1254400;;;;;;
344252,187;158327;7927;163328;1030957;1030957;1091584;1189284;1038884;1254912;;;;;;
344309,656;159284;8099;163328;1030957;1030957;1091584;1190241;1039056;1254912;;;;;;
344409,733;159651;9523;162304;1030957;1030957;1091584;1190608;1040480;1253888;;;;;;
344426,598;160051;12277;162816;1030957;1031089;1091584;1191008;1043366;1254400;;;;;;
344442,432;162805;11871;157696;1031089;1031930;1091584;1193894;1043801;1249280;;;;;;
344451,873;157279;7647;160256;1031930;1033016;1091584;1189209;1040663;1251840;;;;;;
344470,724;153055;7231;161280;1033016;1033528;1091584;1186071;1040759;1252864;;;;;;
344487,434;154175;6721;160768;1033528;1034313;1091584;1187703;1041034;1252352;;;;;;
344560,099;153665;5295;161792;1034313;1035600;1091584;1187978;1040895;1253376;;;;;;
344665,859;153754;6793;161792;1035600;1036512;1091584;1189354;1043305;1253376;;;;;;
344728,997;155273;6871;162816;1036512;1037760;1091584;1191785;1044631;1254400;;;;;;
344736,647;156887;5071;162304;1037760;1038080;1091584;1194647;1043151;1253888;;;;;;
344758,329;155087;5838;163328;1038080;1038608;1091584;1193167;1044446;1254912;;;;;;
344804,707;156878;3775;162816;1038608;1039520;1091584;1195486;1043295;1254400;;;;;;
344918,715;154815;6556;163328;1039520;1040447;1091584;1194335;1047003;1254912;;;;;;
345022,398;157596;4803;162816;1040447;1041327;1091584;1198043;1046130;1254400;;;;;;
345050,569;155843;4068;163840;1041327;1041327;1091584;1197170;1045395;1255424;;;;;;
345099,564;156644;4762;163840;1041327;1042476;1091584;1197971;1047238;1255424;;;;;;
345115,635;157338;3556;163840;1042476;1042995;1091584;1199814;1046551;1255424;;;;;;
345184,402;156132;3359;163840;1042995;1043731;1091584;1199127;1047090;1255424;;;;;;
345207,901;155935;4747;164352;1043731;1044195;1091584;1199666;1048942;1255936;;;;;;
345251,005;158347;4523;164352;1044195;1044797;1091584;1202542;1049320;1255936;;;;;;
345288,630;158123;5073;165376;1044797;1044797;1091584;1202920;1049870;1256960;;;;;;
345307,883;160209;6270;164864;1044797;1044797;1091584;1205006;1051067;1256448;;;;;;
345321,450;161406;4100;165376;1044797;1045381;1091584;1206203;1049481;1256960;;;;;;
345333,468;159748;4244;165376;1045381;1047019;1091584;1205129;1051263;1256960;;;;;;
345342,619;159892;1622;164864;1047019;1049339;1091584;1206911;1050961;1256448;;;;;;
345359,075;157270;2279;165376;1049339;1049659;1091584;1206609;1051938;1256960;;;;;;
345365,896;157927;3652;165888;1049659;1049995;1091584;1207586;1053647;1257472;;;;;;
345411,224;159812;4144;165376;1049995;1050718;1091584;1209807;1054862;1256960;;;;;;
345544,377;104249;877;165376;1050718;1053331;1091584;1154967;1054208;1256960;;;;;;
345544,396;877;0;165376;1053331;1032406;1091584;1054208;1032406;1256960;186344;185983;786432;1240552;1218389;2043392
345764,606;156672;6146;165888;1032406;1032407;1091584;1189078;1038553;1257472;;;;;;
345794,391;162818;1122;165888;1032407;1034637;1091584;1195225;1035759;1257472;;;;;;
345842,215;157794;5356;165888;1034637;1034934;1091584;1192431;1040290;1257472;;;;;;
345849,900;162028;5020;165888;1034934;1035841;1091584;1196962;1040861;1257472;;;;;;
345863,103;161692;928;165888;1035841;1037996;1091584;1197533;1038924;1257472;;;;;;
345979,501;157600;5443;165888;1037996;1038156;1091584;1195596;1043599;1257472;;;;;;
346040,003;162115;1105;165888;1038156;1040233;1091584;1200271;1041338;1257472;;;;;;
346095,015;157777;1008;165888;1040233;1040593;1091584;1198010;1041601;1257472;;;;;;
346148,000;157680;1424;165888;1040593;1040592;1091584;1198273;1042016;1257472;;;;;;
346305,653;158096;3424;166400;1040592;1040593;1091584;1198688;1044017;1257984;;;;;;
346361,170;160608;6561;165888;1040593;1040593;1091584;1201201;1047154;1257472;;;;;;
346452,956;163745;3652;166400;1040593;1040593;1091584;1204338;1044245;1257984;;;;;;
346662,356;160836;5991;165888;1040593;1040593;1091584;1201429;1046584;1257472;;;;;;
346722,737;163175;4558;166400;1040593;1040593;1091584;1203768;1045151;1257984;;;;;;
347149,160;161742;5450;165888;1040593;1040593;1091584;1202335;1046043;1257472;;;;;;
347262,681;162634;8486;163840;1040593;1040593;1091584;1203227;1049079;1255424;;;;;;
348034,617;163110;5614;164864;1040593;1040593;1091584;1203703;1046207;1256448;;;;;;
348113,007;160238;7908;163840;1040593;1040593;1091584;1200831;1048501;1255424;;;;;;
348295,804;161508;7726;161792;1040593;1040593;1091584;1202101;1048319;1253376;;;;;;
348428,580;161316;8595;162816;1040593;1040593;1091584;1201909;1049188;1254400;;;;;;
348517,184;160147;5998;163328;1040593;1040593;1091584;1200740;1046591;1254912;;;;;;
348553,353;157550;6700;163840;1040593;1040593;1091584;1198143;1047293;1255424;;;;;;
348587,892;159276;8414;161280;1040593;1040889;1091584;1199869;1049303;1252864;;;;;;
348713,750;160990;10456;161280;1040889;1041097;1091584;1201879;1051553;1252864;;;;;;
348760,279;159960;6786;162304;1041097;1041353;1091584;1201057;1048139;1253888;;;;;;
348776,323;156290;7325;162816;1041353;1041688;1091584;1197643;1049013;1254400;;;;;;
348797,290;157853;10189;160768;1041688;1041696;1091584;1199541;1051885;1252352;;;;;;
348818,954;160717;6721;162816;1041696;1042061;1091584;1202413;1048782;1254400;;;;;;
348846,867;156737;6382;162304;1042061;1042670;1091584;1198798;1049052;1253888;;;;;;
348976,218;156112;7784;163328;1042670;1043205;1091584;1198782;1050989;1254912;;;;;;
349034,322;159172;8920;160768;1043205;1043206;1091584;1202377;1052126;1252352;;;;;;
349063,535;160472;7094;163328;1043206;1043205;1091584;1203678;1050299;1254912;;;;;;
349103,248;158134;6487;162816;1043205;1043509;1091584;1201339;1049996;1254400;;;;;;
349107,681;157527;8563;163840;1043509;1043701;1091584;1201036;1052264;1255424;;;;;;
349125,005;161139;6382;163840;1043701;1044165;1091584;1204840;1050547;1255424;;;;;;
349143,699;158958;6622;164352;1044165;1044582;1091584;1203123;1051204;1255936;;;;;;
349147,451;25021;7617;163840;1044581;1045293;1091584;1069602;1052910;1255424;;;;;;
349147,479;7617;0;163840;1045293;1031379;1091584;1052910;1031379;1255424;186857;186135;786432;1239767;1217514;2041856
349226,116;153088;784;163328;1031379;1031379;1091584;1184467;1032163;1254912;;;;;;
349448,836;153360;3359;156160;1031379;1031379;1091584;1184739;1034738;1247744;;;;;;
349478,195;155926;3744;163840;1031380;1031379;1091584;1187306;1035123;1255424;;;;;;
349590,397;155808;7501;163328;1031379;1031379;1091584;1187187;1038880;1254912;;;;;;
349631,609;159565;4639;163840;1031379;1031379;1091584;1190944;1036018;1255424;;;;;;
349665,105;157215;5055;163840;1031379;1031379;1091584;1188594;1036434;1255424;;;;;;
349694,985;157631;5312;164352;1031379;1031379;1091584;1189010;1036691;1255936;;;;;;
349934,889;158912;8387;162304;1031379;1031380;1091584;1190291;1039767;1253888;;;;;;
350225,941;161987;4703;164352;1031380;1031379;1091584;1193367;1036082;1255936;;;;;;
350288,309;157791;8442;163840;1031379;1031379;1091584;1189170;1039821;1255424;;;;;;
350313,738;161530;7407;163840;1031379;1031380;1091584;1192909;1038787;1255424;;;;;;
350363,188;159983;11257;163840;1031380;1034286;1091584;1191363;1045543;1255424;;;;;;
350378,577;163833;11247;158720;1034286;1035104;1091584;1198119;1046351;1250304;;;;;;
350513,016;158703;6575;154112;1035104;1035128;1091584;1193807;1041703;1245696;;;;;;
350718,760;154031;11805;158720;1035128;1035280;1091584;1189159;1047085;1250304;;;;;;
350733,686;156189;12198;156672;1035280;1035280;1091584;1191469;1047478;1248256;;;;;;
350763,985;156582;10747;158720;1035280;1036113;1091584;1191862;1046860;1250304;;;;;;
350812,873;153083;7397;158720;1036113;1036590;1091584;1189196;1043987;1250304;;;;;;
350842,861;149733;9720;159744;1036590;1036718;1091584;1186323;1046438;1251328;;;;;;
350984,749;153547;7404;159232;1036718;1037308;1091584;1190265;1044712;1250816;;;;;;
350998,693;151276;9408;160256;1037308;1037307;1091584;1188584;1046715;1251840;;;;;;
351011,515;154816;6910;160256;1037307;1037883;1091584;1192123;1044793;1251840;;;;;;
351040,245;152318;5839;160768;1037883;1039011;1091584;1190201;1044850;1252352;;;;;;
351112,976;152271;5003;160768;1039011;1039684;1091584;1191282;1044687;1252352;;;;;;
351217,733;151435;7743;161280;1039684;1040300;1091584;1191119;1048043;1252864;;;;;;
351231,207;154687;7948;160768;1040300;1040299;1091584;1194987;1048247;1252352;;;;;;
351589,610;154892;5324;161792;1040299;1040820;1091584;1195191;1046144;1253376;;;;;;
351699,213;153804;9069;161792;1040820;1040819;1091584;1194624;1049888;1253376;;;;;;
352057,615;157549;8648;162304;1040819;1040820;1091584;1198368;1049468;1253888;;;;;;
352206,254;157640;9675;161792;1040820;1040819;1091584;1198460;1050494;1253376;;;;;;
352261,980;158667;6469;162304;1040819;1040820;1091584;1199486;1047289;1253888;;;;;;
352681,984;155325;7700;161792;1040819;1041140;1091584;1196144;1048840;1253376;;;;;;
352718,295;156692;8606;162816;1041140;1041171;1091584;1197832;1049777;1254400;;;;;;
352733,475;159134;8421;162816;1041171;1041187;1091584;1200305;1049608;1254400;;;;;;
352750,870;46054;6618;163328;1041187;1041211;1091584;1087241;1047829;1254912;;;;;;
352750,906;6618;0;163328;1041211;1030763;1091584;1047829;1030763;1254912;186975;185994;786432;1234804;1216757;2041344
352780,669;151040;1008;152064;1030763;1030763;1091584;1181803;1031771;1243648;;;;;;
352846,255;152048;5456;162816;1030763;1030763;1091584;1182811;1036219;1254400;;;;;;
352888,608;155472;8785;162304;1030763;1030763;1091584;1186235;1039548;1253888;;;;;;
353009,741;158801;7103;162816;1030763;1030764;1091584;1189564;1037867;1254400;;;;;;
353065,505;157119;8081;162304;1030764;1030763;1091584;1187883;1038844;1253888;;;;;;
353118,947;158097;8087;163328;1030763;1030763;1091584;1188860;1038850;1254912;;;;;;
353187,733;159639;6688;163328;1030763;1030764;1091584;1190402;1037452;1254912;;;;;;
353268,327;158240;7760;163840;1030764;1030764;1091584;1189004;1038524;1255424;;;;;;
353361,366;160336;6830;163840;1030764;1030764;1091584;1191100;1037594;1255424;;;;;;
353433,153;159406;8659;163328;1030764;1030764;1091584;1190170;1039423;1254912;;;;;;
353506,558;161235;10751;163328;1030764;1030763;1091584;1191999;1041514;1254912;;;;;;
353562,463;163327;9932;162304;1030763;1030764;1091584;1194090;1040696;1253888;;;;;;
353585,441;160460;10738;161280;1030764;1030763;1091584;1191224;1041501;1252864;;;;;;
353605,535;161266;9908;161792;1030763;1030763;1091584;1192029;1040671;1253376;;;;;;
353643,977;158388;11013;159744;1030763;1030763;1091584;1189151;1041776;1251328;;;;;;
353658,168;159493;9374;161792;1030763;1031180;1091584;1190256;1040554;1253376;;;;;;
353679,920;157342;9395;161280;1031180;1033082;1091584;1188522;1042477;1252864;;;;;;
353707,018;157363;8803;162304;1033082;1034130;1091584;1190445;1042933;1253888;;;;;;
353725,562;157795;8835;161792;1034130;1035247;1091584;1191925;1044082;1253376;;;;;;
353779,082;157827;7663;162816;1035247;1035391;1091584;1193074;1043054;1254400;;;;;;
353796,254;158191;8073;162816;1035391;1035885;1091584;1193582;1043958;1254400;;;;;;
353814,420;158601;9814;162816;1035885;1036790;1091584;1194486;1046604;1254400;;;;;;
353827,492;160342;7491;162816;1036790;1037683;1091584;1197132;1045174;1254400;;;;;;
353895,823;158019;5407;162816;1037683;1038579;1091584;1195702;1043986;1254400;;;;;;
353905,516;155935;7076;162816;1038579;1039554;1091584;1194514;1046630;1254400;;;;;;
353918,414;157558;5096;162816;1039555;1040436;1091584;1197113;1045532;1254400;;;;;;
353938,263;155624;4332;162816;1040436;1041468;1091584;1196060;1045800;1254400;;;;;;
353954,843;154860;7486;162816;1041468;1042011;1091584;1196328;1049497;1254400;;;;;;
354025,826;158014;5781;162816;1042011;1042831;1091584;1200025;1048612;1254400;;;;;;
354057,662;156309;3714;162304;1042831;1044189;1091584;1199140;1047903;1253888;;;;;;
354086,339;154242;4536;162816;1044189;1044957;1091584;1198431;1049493;1254400;;;;;;
354095,738;155064;1072;162304;1044957;1046892;1091584;1200021;1047964;1253888;;;;;;
354105,636;151600;929;151552;1046892;1047205;1091584;1198492;1048134;1243136;;;;;;
354123,156;151457;4420;162816;1047205;1047221;1091584;1198662;1051641;1254400;;;;;;
354141,936;154436;4368;162304;1047221;1047644;1091584;1201657;1052012;1253888;;;;;;
354145,533;154384;896;163328;1047644;1049836;1091584;1202028;1050732;1254912;;;;;;
354225,865;152448;4550;163328;1049836;1050084;1091584;1202284;1054634;1254912;;;;;;
354282,139;156038;973;163840;1050085;1052344;1091584;1206123;1053317;1255424;;;;;;
354359,550;153549;865;163840;1052344;1052393;1091584;1205893;1053258;1255424;;;;;;
354399,344;153441;4656;164352;1052393;1052617;1091584;1205834;1057273;1255936;;;;;;
354458,222;157744;4723;163840;1052617;1053564;1091584;1210361;1058287;1255424;;;;;;
354523,818;157811;3055;164864;1053564;1053563;1091584;1211375;1056618;1256448;;;;;;
354653,916;157679;3639;164864;1053563;1053563;1091584;1211242;1057202;1256448;;;;;;
354819,697;158263;8404;163328;1053563;1053564;1091584;1211826;1061968;1254912;;;;;;
354840,046;162004;8796;162816;1053564;1053564;1091584;1215568;1062360;1254400;;;;;;
354905,997;162396;5185;163840;1053564;1053563;1091584;1215960;1058748;1255424;;;;;;
354938,880;157249;6403;163328;1053563;1053564;1091584;1210812;1059967;1254912;;;;;;
355000,878;158467;8755;162816;1053564;1053563;1091584;1212031;1062318;1254400;;;;;;
355025,143;160307;8046;159744;1053563;1053564;1091584;1213870;1061610;1251328;;;;;;
355051,657;159598;6638;163328;1053564;1053564;1091584;1213162;1060202;1254912;;;;;;
355079,807;157678;8675;162816;1053564;1053563;1091584;1211242;1062238;1254400;;;;;;
355134,217;159715;7166;162816;1053563;1053564;1091584;1213278;1060730;1254400;;;;;;
355197,504;157694;7247;162816;1053564;1053563;1091584;1211258;1060810;1254400;;;;;;
355231,908;157775;8478;162304;1053563;1053564;1091584;1211338;1062042;1253888;;;;;;
355283,652;159006;8414;162816;1053564;1053564;1091584;1212570;1061978;1254400;;;;;;
355317,333;158942;9143;161792;1053564;1054539;1091584;1212506;1063682;1253376;;;;;;
355325,968;158647;8452;162304;1054539;1054876;1091584;1213186;1063328;1253888;;;;;;
355356,707;157956;10536;161280;1054876;1055864;1091584;1212832;1066400;1252864;;;;;;
355365,369;159016;7231;161792;1055864;1056576;1091584;1214880;1063807;1253376;;;;;;
355393,662;155711;7003;162816;1056576;1057502;1091584;1212287;1064505;1254400;;;;;;
355409,647;157019;9483;162304;1057502;1057789;1091584;1214521;1067272;1253888;;;;;;
355424,032;159499;10080;161280;1057789;1058189;1091584;1217288;1068269;1252864;;;;;;
355484,347;158560;8652;161792;1058189;1058525;1091584;1216749;1067177;1253376;;;;;;
355533,859;157132;7136;162304;1058525;1059630;1091584;1215657;1066766;1253888;;;;;;
355547,115;156640;4715;162304;1059630;1060455;1091584;1216270;1065170;1253888;;;;;;
355560,413;154219;5453;162304;1060455;1061455;1091584;1214674;1066908;1253888;;;;;;
355572,853;154957;5604;162304;1061455;1062160;1091584;1216412;1067764;1253888;;;;;;
355611,570;155108;3843;162816;1062160;1062599;1091584;1217268;1066442;1254400;;;;;;
355681,269;154371;6477;162816;1062599;1063589;1091584;1216970;1070066;1254400;;;;;;
355740,605;157005;5521;163328;1063589;1064196;1091584;1220594;1069717;1254912;;;;;;
355768,728;156673;8695;163328;1064197;1064197;1091584;1220870;1072892;1254912;;;;;;
355793,820;160086;6408;163328;1064197;1064316;1091584;1224283;1070724;1254912;;;;;;
355794,321;157960;6515;163328;1064316;1064838;1091584;1222276;1071353;1254912;;;;;;
355845,463;158067;3908;177152;1064838;1066157;1091584;1222905;1070065;1268736;;;;;;
355870,669;176964;6200;173568;1066157;1068013;1091584;1243121;1074213;1265152;;;;;;
355957,362;173112;5929;167424;1068013;1068797;1091584;1241125;1074726;1259008;;;;;;
355972,828;167209;4468;160256;1068797;1069798;1091584;1236006;1074266;1251840;;;;;;
355984,626;160116;4052;159232;1069798;1070910;1091584;1229914;1074962;1250816;;;;;;
355991,218;159188;2059;157696;1070910;1072662;1091584;1230098;1074721;1249280;;;;;;
355992,925;157195;4472;164864;1072662;1074054;1091584;1229857;1078526;1256448;;;;;;
356004,713;158584;2816;164352;1074054;1074406;1091584;1232638;1077222;1255936;;;;;;
356011,777;156928;4356;164864;1074406;1074711;1091584;1231334;1079067;1256448;;;;;;
356023,063;158980;3018;164864;1074711;1075516;1091584;1233691;1078534;1256448;;;;;;
356045,515;157642;2400;165376;1075516;1076035;1091584;1233158;1078435;1256960;;;;;;
356172,881;158048;3536;165376;1076035;1076636;1091584;1234083;1080172;1256960;;;;;;
356323,024;159184;6392;165376;1076636;1077802;1091584;1235820;1084194;1256960;;;;;;
356345,924;162040;5847;165376;1077802;1078396;1091584;1239842;1084243;1256960;;;;;;
356353,546;67998;288;164352;1078396;1080423;1091584;1146394;1080711;1255936;;;;;;
356353,560;288;0;164352;1080423;1046270;1091584;1080711;1046270;1255936;189534;185997;786432;1270245;1232267;2042368
356416,869;154624;3399;164864;1046270;1046271;1091584;1200894;1049670;1256448;;;;;;
356535,674;158023;6904;164352;1046271;1046617;1091584;1204294;1053521;1255936;;;;;;
356611,047;161528;4488;164864;1046617;1047727;1091584;1208145;1052215;1256448;;;;;;
356621,928;159112;1455;165376;1047727;1049831;1091584;1206839;1051286;1256960;;;;;;
356644,324;157103;1894;165376;1049831;1050310;1091584;1206934;1052204;1256960;;;;;;
356695,441;157528;2576;165888;1050311;1050806;1091584;1207839;1053382;1257472;;;;;;
356746,123;158736;1280;165376;1050806;1052647;1091584;1209542;1053927;1256960;;;;;;
356820,468;157440;4282;166400;1052647;1052647;1091584;1210087;1056929;1257984;;;;;;
356871,589;161466;8593;165888;1052647;1052647;1091584;1214113;1061240;1257472;;;;;;
357196,021;165777;5891;163840;1052647;1052648;1091584;1218424;1058539;1255424;;;;;;
357715,024;160515;8269;163328;1052648;1052648;1091584;1213163;1060917;1254912;;;;;;
357763,830;162893;5840;164352;1052648;1052647;1091584;1215541;1058487;1255936;;;;;;
357815,727;158928;7426;163840;1052647;1052648;1091584;1211575;1060074;1255424;;;;;;
358105,529;160514;9397;161792;1052648;1052648;1091584;1213162;1062045;1253376;;;;;;
358288,662;159925;5982;162816;1052648;1052648;1091584;1212573;1058630;1254400;;;;;;
358451,457;156510;6638;163328;1052648;1052648;1091584;1209158;1059286;1254912;;;;;;
358480,158;158190;8736;160768;1052648;1052647;1091584;1210838;1061383;1252352;;;;;;
358620,706;160288;11087;160768;1052647;1052648;1091584;1212935;1063735;1252352;;;;;;
358654,254;159567;10540;159232;1052648;1052647;1091584;1212215;1063187;1250816;;;;;;
358668,613;159020;8674;160768;1052647;1052647;1091584;1211667;1061321;1252352;;;;;;
358934,719;155078;10326;157184;1052700;1052701;1091584;1207778;1063027;1248768;;;;;;
358981,957;156758;14005;157184;1052703;1053342;1091584;1209461;1067347;1248768;;;;;;
359037,471;156341;11811;154624;1053342;1053598;1091584;1209683;1065409;1246208;;;;;;
359246,746;154147;7170;158720;1053598;1054405;1091584;1207745;1061575;1250304;;;;;;
359297,892;148994;8966;158208;1054405;1054601;1091584;1203399;1063567;1249792;;;;;;
359373,526;150790;8225;159744;1054601;1055041;1091584;1205391;1063266;1251328;;;;;;
359500,741;152097;9875;159232;1055041;1055057;1091584;1207138;1064932;1250816;;;;;;
359536,133;153747;10970;159232;1055057;1055145;1091584;1208804;1066115;1250816;;;;;;
359563,483;155354;10977;159744;1055145;1055537;1091584;1210499;1066514;1251328;;;;;;
359578,022;155361;10099;159744;1055537;1055785;1091584;1210898;1065884;1251328;;;;;;
359608,606;154483;8462;159744;1055785;1056497;1091584;1210268;1064959;1251328;;;;;;
359624,481;152846;7868;160768;1056497;1057665;1091584;1209343;1065533;1252352;;;;;;
359640,384;153754;8808;160256;1057665;1057913;1091584;1211419;1066721;1251840;;;;;;
359673,342;154728;7779;161280;1057913;1058965;1091584;1212641;1066744;1252864;;;;;;
359719,737;155011;8629;161280;1058965;1059856;1091584;1213976;1068485;1252864;;;;;;
359753,981;156085;5055;161792;1059856;1060965;1091584;1215941;1066020;1253376;;;;;;
359784,019;153535;5776;161792;1060965;1062158;1091584;1214500;1067934;1253376;;;;;;
359819,670;154256;4542;161792;1062158;1062350;1091584;1216414;1066892;1253376;;;;;;
359859,779;153022;3408;152064;1062350;1062846;1091584;1215372;1066254;1243648;;;;;;
359881,319;151888;3556;161280;1062846;1062846;1091584;1214734;1066402;1252864;;;;;;
359908,687;151012;3616;161280;1062846;1062846;1091584;1213858;1066462;1252864;;;;;;
359935,827;151072;3840;161792;1062846;1062846;1091584;1213918;1066686;1253376;;;;;;
359956,453;94022;3328;161280;1062846;1062845;1091584;1156868;1066173;1252864;;;;;;
359956,469;3328;0;161280;1062845;1042163;1091584;1066173;1042163;1252864;187504;185997;786432;1253677;1228160;2039296
359990,110;147968;1056;161792;1042163;1042164;1091584;1190131;1043220;1253376;;;;;;
360054,208;149536;1008;161792;1042164;1042163;1091584;1191700;1043171;1253376;;;;;;
360095,517;149488;752;161792;1042163;1042163;1091584;1191651;1042915;1253376;;;;;;
360129,822;149232;992;161792;1042163;1042163;1091584;1191395;1043155;1253376;;;;;;
360218,345;149424;1668;162304;1042164;1042164;1091584;1191588;1043832;1253888;;;;;;
360626,756;150660;6472;161792;1042164;1042163;1091584;1192824;1048635;1253376;;;;;;
360653,891;155464;6474;162304;1042163;1042164;1091584;1197627;1048638;1253888;;;;;;
360693,614;155978;4737;162304;1042164;1042164;1091584;1198142;1046901;1253888;;;;;;
360734,690;154241;8192;161792;1042164;1042163;1091584;1196405;1050355;1253376;;;;;;
360755,101;157696;5409;162304;1042163;1042164;1091584;1199859;1047573;1253888;;;;;;
360791,734;154913;7747;162816;1042164;1042164;1091584;1197077;1049911;1254400;;;;;;
360812,881;158275;7008;162816;1042164;1042163;1091584;1200439;1049171;1254400;;;;;;
360834,099;157536;6483;162816;1042163;1042164;1091584;1199699;1048647;1254400;;;;;;
360882,519;157011;9635;160256;1042164;1042164;1091584;1199175;1051799;1251840;;;;;;
360901,222;160163;10036;160256;1042164;1042164;1091584;1202327;1052200;1251840;;;;;;
360917,237;157492;8032;161280;1042164;1042372;1091584;1199656;1050404;1252864;;;;;;
360980,023;155488;7567;161792;1042372;1042548;1091584;1197860;1050115;1253376;;;;;;
360988,656;155535;6943;161280;1042548;1043460;1091584;1198083;1050403;1252864;;;;;;
361029,196;154911;8723;161280;1043460;1044040;1091584;1198371;1052763;1252864;;;;;;
361118,289;157203;6109;161792;1044040;1044735;1091584;1201243;1050844;1253376;;;;;;
361135,059;154589;10238;161280;1044735;1045685;1091584;1199324;1055923;1252864;;;;;;
361243,765;158718;8715;161792;1045685;1046787;1091584;1204403;1055502;1253376;;;;;;
361269,923;157195;5921;162304;1046787;1047546;1091584;1203982;1053467;1253888;;;;;;
361581,345;154913;8242;161792;1047546;1047650;1091584;1202459;1055892;1253376;;;;;;
