Time(S);YoungBefore(KB);YoungAfter(KB);YoungAllocated(KB);OldBefore(KB);OldAfter(KB);OldAllocated(KB);OldYoungBefore(KB);OldYoungAfter(KB);OldYoungAllocated(KB);PermBefore(KB);PermAfter(KB);PermAllocated(KB);TotalBefore(KB);TotalAfter(KB);TotalAllocated(KB)
361646,553;157234;10639;161280;1047650;1047650;1091584;1204884;1058289;1252864;;;;;;
361682,756;159119;9818;158720;1047650;1047651;1091584;1206769;1057469;1250304;;;;;;
361685,617;20122;12303;159232;1047651;1047651;1091584;1067773;1059954;1250816;;;;;;
361685,636;12303;0;159232;1047651;1051604;1091584;1059954;1051604;1250816;186681;186011;786432;1246635;1237615;2037248
361803,853;83058;7294;160256;1051604;1051605;1091584;1134662;1058899;1251840;;;;;;
361803,876;7294;0;160256;1051605;1052241;1091584;1058899;1052241;1251840;186013;186013;786432;1244912;1238254;2038272
361816,198;26447;6382;160768;1052241;1052242;1091584;1078688;1058624;1252352;;;;;;
361816,212;6382;0;160768;1052242;1051923;1091584;1058624;1051923;1252352;186018;186018;786432;1244642;1237941;2038784
361818,650;16850;6062;160768;1051923;1051924;1091584;1068773;1057986;1252352;;;;;;
361818,665;6062;0;160768;1051924;1052003;1091584;1057986;1052003;1252352;186020;186020;786432;1244006;1238023;2038784
362033,635;146432;5684;161280;1052003;1052004;1091584;1198435;1057688;1252864;;;;;;
362125,274;153140;6698;161280;1052004;1052004;1091584;1205144;1058702;1252864;;;;;;
362188,686;154154;7726;162304;1052004;1052003;1091584;1206158;1059729;1253888;;;;;;
362231,936;156718;8711;161792;1052003;1052004;1091584;1208721;1060715;1253376;;;;;;
362281,266;157703;7580;162816;1052004;1052004;1091584;1209707;1059584;1254400;;;;;;
362285,768;157596;7292;162304;1052004;1052004;1091584;1209600;1059296;1253888;;;;;;
362308,371;157308;9482;162304;1052004;1052003;1091584;1209312;1061485;1253888;;;;;;
362325,612;160010;7907;162816;1052003;1052004;1091584;1212013;1059911;1254400;;;;;;
362354,086;158435;11756;160256;1052004;1053652;1091584;1210439;1065408;1251840;;;;;;
362356,542;160236;13207;161792;1053652;1053652;1091584;1213888;1066859;1253376;;;;;;
362359,532;161687;13296;155648;1053652;1063840;1091584;1215339;1077136;1247232;;;;;;
362443,003;155632;7444;145408;1063840;1065025;1091584;1219472;1072469;1236992;;;;;;
362484,758;145172;7451;155136;1065025;1066057;1091584;1210197;1073508;1246720;;;;;;
362506,500;144667;5461;156160;1066057;1066304;1091584;1210724;1071765;1247744;;;;;;
362516,622;142677;7187;157184;1066304;1067289;1091584;1208981;1074476;1248768;;;;;;
362547,620;145939;4783;156672;1067289;1068152;1091584;1213228;1072935;1248256;;;;;;
362585,569;143535;4300;157184;1068152;1069376;1091584;1211687;1073676;1248768;;;;;;
362651,089;143564;6830;157184;1069376;1070376;1091584;1212940;1077206;1248768;;;;;;
362671,572;146094;3795;158208;1070376;1072683;1091584;1216470;1076478;1249792;;;;;;
362672,076;145107;6532;158208;1072683;1074046;1091584;1217790;1080578;1249792;;;;;;
362677,325;147761;1695;184320;1074629;1078860;1091584;1222390;1080555;1275904;;;;;;
362691,658;170143;5030;184832;1078865;1079139;1091584;1249008;1084169;1276416;;;;;;
362755,764;173478;2544;165376;1079139;1079859;1091584;1252617;1082403;1256960;;;;;;
362894,553;165360;6935;164352;1079859;1080606;1091584;1245219;1087541;1255936;;;;;;
362907,947;164119;4560;156672;1080606;1082172;1091584;1244725;1086732;1248256;;;;;;
362921,850;156624;6791;184832;1082172;1083012;1091584;1238796;1089803;1276416;;;;;;
362946,855;184455;5025;181248;1083012;1084931;1091584;1267467;1089956;1272832;;;;;;
362949,751;176545;7509;173568;1084931;1085787;1091584;1261476;1093296;1265152;;;;;;
362965,700;173397;3136;166912;1085787;1087551;1091584;1259184;1090687;1258496;;;;;;
363069,477;163392;3328;158720;1087551;1088063;1091584;1250943;1091391;1250304;;;;;;
363158,802;158464;7710;158208;1088063;1088638;1091584;1246527;1096348;1249792;;;;;;
363158,823;7710;0;158208;1088638;1059789;1132032;1096348;1059789;1290240;186703;186149;786432;1283051;1245938;2076672
363191,801;150016;5076;155648;1059789;1059790;1132032;1209805;1064866;1287680;;;;;;
363208,217;155604;3638;162816;1059790;1061566;1132032;1215394;1065204;1294848;;;;;;
363401,619;154166;6252;162816;1061566;1062285;1132032;1215732;1068537;1294848;;;;;;
363445,921;156780;4580;163840;1062285;1063415;1132032;1219065;1067995;1295872;;;;;;
363574,827;156644;4385;163328;1063415;1064255;1132032;1220059;1068640;1295360;;;;;;
363610,968;156449;5871;164352;1064255;1064255;1132032;1220704;1070126;1296384;;;;;;
363616,669;93160;10747;164352;1064255;1064687;1132032;1157415;1075434;1296384;;;;;;
363616,686;10747;0;164352;1064687;1063735;1132032;1075434;1063735;1296384;186336;186052;786432;1261770;1249787;2082816
363640,140;44253;6788;162304;1063735;1063736;1132032;1107988;1070524;1294336;;;;;;
363640,162;6788;0;162304;1063736;1062138;1132032;1070524;1062138;1294336;186053;186053;786432;1256577;1248191;2080768
363685,434;151552;4795;163328;1062138;1062139;1132032;1213690;1066934;1295360;;;;;;
363703,994;156347;5127;163840;1062139;1062139;1132032;1218486;1067266;1295872;;;;;;
363717,479;157191;5428;163328;1062139;1062138;1132032;1219330;1067566;1295360;;;;;;
363738,659;157348;7514;164352;1062139;1062139;1132032;1219487;1069653;1296384;;;;;;
363774,961;161114;8946;162816;1062139;1062138;1132032;1223253;1071084;1294848;;;;;;
363805,954;162546;4321;163840;1062138;1062659;1132032;1224684;1066980;1295872;;;;;;
363813,276;156385;4497;163328;1062659;1062659;1132032;1219044;1067156;1295360;;;;;;
363840,345;156561;9020;162816;1062659;1063500;1132032;1219220;1072520;1294848;;;;;;
363854,060;160536;6268;163328;1063500;1064818;1132032;1224036;1071086;1295360;;;;;;
363935,702;157820;3327;163840;1064818;1065234;1132032;1222638;1068561;1295872;;;;;;
363981,272;155863;6426;163840;1066694;1067268;1132032;1222557;1073694;1295872;;;;;;
364147,879;159002;7284;164352;1067288;1067289;1132032;1226290;1074573;1296384;;;;;;
364298,054;160884;10739;164352;1067289;1067830;1132032;1228173;1078569;1296384;;;;;;
364322,277;164339;10748;159232;1067830;1068695;1132032;1232169;1079443;1291264;;;;;;
364324,368;159228;13792;162304;1068695;1071782;1132032;1227923;1085574;1294336;;;;;;
364655,646;162272;12203;156160;1071782;1072709;1132032;1234054;1084912;1288192;;;;;;
364680,203;156075;2962;173056;1072709;1081248;1132032;1228784;1084210;1305088;;;;;;
364719,683;172946;5809;176128;1081248;1081736;1132032;1254194;1087545;1308160;;;;;;
364837,110;164529;6680;160768;1081736;1082632;1132032;1246265;1089312;1292800;;;;;;
364863,328;160280;3939;158720;1082632;1084903;1132032;1242912;1088842;1290752;;;;;;
364877,449;152419;4688;153600;1084903;1085135;1132032;1237322;1089823;1285632;;;;;;
364878,081;153168;7208;160256;1085135;1087795;1132032;1238303;1095003;1292288;;;;;;
364900,416;152104;448;159744;1087795;1092027;1132032;1239899;1092475;1291776;;;;;;
364995,588;145344;5007;160768;1092027;1092075;1132032;1237371;1097082;1292800;;;;;;
365037,327;150415;4200;159744;1092075;1092741;1132032;1242490;1096941;1291776;;;;;;
365055,135;149608;3811;161280;1092741;1093405;1132032;1242349;1097216;1293312;;;;;;
365081,445;150755;3956;160768;1093405;1094013;1132032;1244160;1097969;1292800;;;;;;
365093,156;150900;1201;161792;1094013;1096108;1132032;1244913;1097309;1293824;;;;;;
365136,153;149681;785;161792;1096108;1096503;1132032;1245789;1097288;1293824;;;;;;
365195,619;149265;736;161792;1096503;1096655;1132032;1245768;1097391;1293824;;;;;;
365204,398;147979;6249;161792;1096655;1097111;1132032;1244634;1103360;1293824;;;;;;
365257,402;154729;2960;162816;1097111;1097671;1132032;1251840;1100631;1294848;;;;;;
365379,133;152976;1256;162304;1097671;1099151;1132032;1250647;1100407;1294336;;;;;;
365440,410;151122;2954;163328;1099314;1100123;1132032;1250436;1103077;1295360;;;;;;
365505,706;153994;5763;162816;1100127;1100126;1132032;1254121;1105889;1294848;;;;;;
365545,945;156803;4577;164352;1100126;1100127;1132032;1256929;1104704;1296384;;;;;;
365571,055;157665;4766;163840;1100127;1100126;1132032;1257792;1104892;1295872;;;;;;
365612,156;157854;7330;163328;1100126;1100127;1132032;1257980;1107457;1295360;;;;;;
365612,851;159906;10663;163328;1100127;1100126;1132032;1260033;1110789;1295360;;;;;;
365740,496;163239;1679;161280;1100126;1102086;1132032;1263365;1103765;1293312;;;;;;
365770,647;151183;5939;162304;1102086;1102390;1132032;1253269;1108329;1294336;;;;;;
365789,550;155443;5295;163328;1102390;1103110;1132032;1257833;1108405;1295360;;;;;;
365841,319;156335;3587;162816;1103110;1104181;1132032;1259445;1107768;1294848;;;;;;
365865,094;154451;4966;164352;1104182;1104952;1132032;1258633;1109918;1296384;;;;;;
366006,150;158054;6313;163840;1104952;1105724;1132032;1263006;1112037;1295872;;;;;;
366027,307;159401;4644;164864;1105724;1106411;1132032;1265125;1111055;1296896;;;;;;
366158,456;158756;3408;164352;1106411;1107051;1132032;1265167;1110459;1296384;;;;;;
366228,919;157520;4973;165376;1107051;1108519;1132032;1264571;1113492;1297408;;;;;;
366262,760;160621;704;165376;1108519;1110642;1132032;1269140;1111346;1297408;;;;;;
366269,420;156352;802;165376;1110642;1110890;1132032;1266994;1111692;1297408;;;;;;
366286,723;156450;624;165376;1110890;1111058;1132032;1267340;1111682;1297408;;;;;;
366380,908;156272;7597;163328;1111058;1111338;1132032;1267330;1118935;1295360;;;;;;
366807,475;161197;2215;164352;1111345;1113533;1132032;1272542;1115748;1296384;;;;;;
366863,299;155815;7071;163840;1113536;1113536;1132032;1269351;1120607;1295872;;;;;;
367034,649;160671;6858;160768;1113536;1113537;1132032;1274207;1120395;1292800;;;;;;
367221,118;160458;9965;160768;1113537;1113536;1132032;1273995;1123501;1292800;;;;;;
367235,946;159469;6737;162304;1113536;1113537;1132032;1273005;1120274;1294336;;;;;;
367243,636;91640;6191;162816;1113537;1113537;1132032;1205177;1119728;1294848;;;;;;
367243,656;6191;0;162816;1113537;1062530;1132032;1119728;1062530;1294848;187496;186259;786432;1307224;1248789;2081280
367263,316;150016;1392;162304;1062530;1062530;1132032;1212546;1063922;1294336;;;;;;
367265,808;151408;1680;162816;1062530;1062530;1132032;1213938;1064210;1294848;;;;;;
367271,980;152208;2042;162816;1062530;1062531;1132032;1214738;1064573;1294848;;;;;;
367326,995;152570;7075;162304;1062531;1062531;1132032;1215101;1069606;1294336;;;;;;
367346,592;157603;8424;159232;1062531;1062530;1132032;1220134;1070954;1291264;;;;;;
367390,511;158952;6036;162816;1062530;1063382;1132032;1221482;1069418;1294848;;;;;;
367411,834;156052;3504;162304;1063382;1064320;1132032;1219434;1067824;1294336;;;;;;
367550,511;153510;1591;163328;1064320;1067060;1132032;1217830;1068651;1295360;;;;;;
367713,995;153143;9257;161280;1067060;1067284;1132032;1220203;1076541;1293312;;;;;;
367734,907;160809;8979;160256;1067284;1067283;1132032;1228093;1076262;1292288;;;;;;
367760,799;156435;5011;161280;1067299;1067300;1132032;1223734;1072311;1293312;;;;;;
367769,402;152467;6322;162816;1067304;1067304;1132032;1219771;1073626;1294848;;;;;;
367792,811;156338;3839;162304;1067304;1068263;1132032;1223642;1072102;1294336;;;;;;
367805,506;153855;3984;163328;1068263;1069046;1132032;1222118;1073030;1295360;;;;;;
367811,975;155024;2644;162816;1069046;1069934;1132032;1224070;1072578;1294848;;;;;;
367898,100;153684;4691;164352;1069934;1070680;1132032;1223618;1075371;1296384;;;;;;
367910,818;157779;4160;163840;1070680;1071501;1132032;1228459;1075661;1295872;;;;;;
367958,942;157248;1264;163840;1071501;1073777;1132032;1228749;1075041;1295872;;;;;;
368224,101;154657;3614;164352;1073776;1074457;1132032;1228433;1078071;1296384;;;;;;
368463,379;157214;8198;163840;1074457;1074457;1132032;1231671;1082655;1295872;;;;;;
368526,058;161798;6953;160768;1074457;1074457;1132032;1236255;1081410;1292800;;;;;;
368606,419;160553;11235;159744;1074457;1074947;1132032;1235010;1086182;1291776;;;;;;
368620,451;159715;7875;161792;1074947;1076865;1132032;1234662;1084740;1293824;;;;;;
368672,722;156355;8740;161792;1076865;1076865;1132032;1233220;1085605;1293824;;;;;;
368755,515;157220;9120;157696;1076865;1076865;1132032;1234085;1085985;1289728;;;;;;
368777,763;157600;8640;161280;1076865;1076865;1132032;1234465;1085505;1293312;;;;;;
368839,041;156096;12928;160768;1076865;1076865;1132032;1232961;1089793;1292800;;;;;;
369088,672;160384;14254;157184;1076865;1076865;1132032;1237249;1091119;1289216;;;;;;
369150,112;157102;17401;155648;1076865;1077047;1132032;1233967;1094448;1287680;;;;;;
369163,807;155641;11669;150016;1077047;1078166;1132032;1232688;1089835;1282048;;;;;;
369169,470;146837;12800;155136;1078166;1078166;1132032;1225003;1090966;1287168;;;;;;
369170,785;147968;15637;152064;1078166;1083018;1132032;1226134;1098655;1284096;;;;;;
369179,048;147733;8174;153600;1083018;1083491;1132032;1230751;1091665;1285632;;;;;;
369186,427;140270;3743;154624;1083491;1085559;1132032;1223761;1089302;1286656;;;;;;
369240,285;137887;4682;154624;1085559;1086280;1132032;1223446;1090962;1286656;;;;;;
369250,682;138826;5444;155136;1086280;1086968;1132032;1225106;1092412;1287168;;;;;;
369279,746;140100;3215;154624;1086968;1087479;1132032;1227068;1090694;1286656;;;;;;
369310,115;137871;4115;156160;1087479;1088561;1132032;1225350;1092676;1288192;;;;;;
369340,828;140819;4064;155648;1088561;1089416;1132032;1229380;1093480;1287680;;;;;;
369463,082;140768;5012;157184;1089416;1090216;1132032;1230184;1095228;1289216;;;;;;
369486,428;143764;4392;156672;1090216;1091192;1132032;1233980;1095584;1288704;;;;;;
369504,314;143144;688;157696;1091192;1093192;1132032;1234336;1093880;1289728;;;;;;
369521,597;140976;832;157696;1093192;1093384;1132032;1234168;1094216;1289728;;;;;;
369559,255;141120;4256;158720;1093384;1093625;1132032;1234504;1097881;1290752;;;;;;
369661,017;146080;6131;158208;1093625;1094312;1132032;1239705;1100443;1290240;;;;;;
369727,557;147955;4323;160256;1094312;1094312;1132032;1242267;1098635;1292288;;;;;;
369773,602;149219;3711;159744;1094312;1094312;1132032;1243531;1098023;1291776;;;;;;
369793,344;148607;7112;161280;1094312;1094312;1132032;1242919;1101424;1293312;;;;;;
369812,031;154568;6373;161280;1094312;1094313;1132032;1248880;1100686;1293312;;;;;;
369825,634;153829;7630;161792;1094313;1094312;1132032;1248142;1101942;1293824;;;;;;
369906,654;156110;9085;157696;1094312;1094936;1132032;1250422;1104021;1289728;;;;;;
369970,943;157565;7140;161792;1094936;1094936;1132032;1252501;1102076;1293824;;;;;;
370069,169;155108;8106;161280;1094936;1094936;1132032;1250044;1103042;1293312;;;;;;
370086,572;156074;10250;159744;1094936;1094936;1132032;1251010;1105186;1291776;;;;;;
370103,505;156682;10794;157696;1094936;1094936;1132032;1251618;1105730;1289728;;;;;;
370124,802;157226;10486;159232;1094936;1095481;1132032;1252162;1105967;1291264;;;;;;
370139,428;154870;9153;159744;1095481;1095984;1132032;1250351;1105137;1291776;;;;;;
370155,096;153537;8030;160256;1095984;1097080;1132032;1249521;1105110;1292288;;;;;;
370210,041;152926;10827;159744;1097080;1098212;1132032;1250006;1109039;1291776;;;;;;
370227,851;155723;6626;160256;1098212;1099331;1132032;1253935;1105957;1292288;;;;;;
370236,239;151522;5871;159744;1099331;1100834;1132032;1250853;1106705;1291776;;;;;;
370248,670;150767;4084;160768;1100834;1102210;1132032;1251601;1106294;1292800;;;;;;
370255,959;150516;3160;160768;1102210;1103347;1132032;1252726;1106507;1292800;;;;;;
370263,671;149592;2800;160768;1103347;1104161;1132032;1252939;1106961;1292800;;;;;;
370300,210;149232;6552;160768;1104161;1104465;1132032;1253393;1111017;1292800;;;;;;
370329,129;152984;2688;161280;1104465;1105894;1132032;1257449;1108582;1293312;;;;;;
370352,992;150144;832;161280;1105894;1107630;1132032;1256038;1108462;1293312;;;;;;
370391,615;148288;608;161280;1107630;1108014;1132032;1255918;1108622;1293312;;;;;;
370400,013;148064;2928;161280;1108014;1108270;1132032;1256078;1111198;1293312;;;;;;
370617,042;150384;4963;162304;1108270;1108872;1132032;1258654;1113835;1294336;;;;;;
370846,715;88609;1952;161792;1108872;1109676;1132032;1197481;1111628;1293824;;;;;;
370846,743;1952;0;161792;1109676;1066541;1132032;1111628;1066541;1293824;189277;186246;786432;1300905;1252787;2080256
371000,666;148992;4968;163328;1066541;1066542;1132032;1215533;1071510;1295360;;;;;;
371024,660;156008;959;162816;1066542;1068681;1132032;1222550;1069640;1294848;;;;;;
371098,936;151999;4329;164352;1068681;1068960;1132032;1220680;1073289;1296384;;;;;;
371120,871;156905;4648;163328;1068960;1068961;1132032;1225865;1073609;1295360;;;;;;
371144,204;157224;3359;164864;1068961;1068961;1132032;1226185;1072320;1296896;;;;;;
371326,237;157983;5364;164864;1068961;1068961;1132032;1226944;1074325;1296896;;;;;;
371377,558;159988;8922;162304;1068961;1068961;1132032;1228949;1077883;1294336;;;;;;
371440,179;161498;6755;163840;1068961;1068961;1132032;1230459;1075716;1295872;;;;;;
371488,646;159331;6143;163840;1068961;1068961;1132032;1228292;1075104;1295872;;;;;;
371723,350;158719;7955;160768;1068961;1068961;1132032;1227680;1076916;1292800;;;;;;
371743,923;160531;8109;163328;1068961;1068960;1132032;1229492;1077069;1295360;;;;;;
371754,132;159661;8049;159744;1068960;1068961;1132032;1228621;1077010;1291776;;;;;;
371788,664;159601;7439;162816;1068961;1069538;1132032;1228562;1076977;1294848;;;;;;
371818,442;157967;9106;159744;1069538;1070026;1132032;1227505;1079132;1291776;;;;;;
371856,823;159612;12782;158208;1070026;1070389;1132032;1229638;1083171;1290240;;;;;;
371879,385;158190;9992;160256;1070389;1071637;1132032;1228579;1081629;1292288;;;;;;
371899,087;155400;9526;160256;1071637;1072205;1132032;1227037;1081731;1292288;;;;;;
371908,676;154934;6079;160256;1072205;1073335;1132032;1227139;1079414;1292288;;;;;;
371929,834;151487;9480;159744;1073335;1074014;1132032;1224822;1083494;1291776;;;;;;
372139,432;154888;7578;160256;1074014;1074881;1132032;1228902;1082459;1292288;;;;;;
372240,327;152986;9252;161280;1074881;1076353;1132032;1227867;1085605;1293312;;;;;;
372254,609;156708;7298;161280;1076353;1076952;1132032;1233061;1084250;1293312;;;;;;
372263,972;154754;4427;161792;1076952;1078137;1132032;1231706;1082564;1293824;;;;;;
372277,385;152907;2960;151552;1078137;1079802;1132032;1231044;1082762;1283584;;;;;;
372295,427;151440;1477;161280;1079802;1081803;1132032;1231242;1083280;1293312;;;;;;
372307,396;148933;864;148480;1081803;1082122;1132032;1230736;1082986;1280512;;;;;;
372327,277;148320;1553;161280;1082122;1082371;1132032;1230442;1083924;1293312;;;;;;
372339,876;145880;11643;158720;1082370;1082907;1132032;1228250;1094550;1290752;;;;;;
372339,942;11643;0;158720;1082907;1075708;1132032;1094550;1075708;1290752;187936;186359;786432;1282486;1262067;2077184
372348,466;146944;6318;160256;1075708;1075709;1132032;1222652;1082027;1292288;;;;;;
372372,822;151214;4747;159744;1075709;1076646;1132032;1226923;1081393;1291776;;;;;;
372382,757;149643;4064;161280;1076646;1077547;1132032;1226289;1081611;1293312;;;;;;
372396,703;151008;2944;160768;1077547;1078163;1132032;1228555;1081107;1292800;;;;;;
372471,545;149888;3313;162304;1078163;1078669;1132032;1228051;1081982;1294336;;;;;;
372495,796;152305;4132;161792;1078669;1079221;1132032;1230974;1083353;1293824;;;;;;
